datetime,cycle,Wait,Exc_MC,Drl_DB,Muc,Prf,Sht,Blt,AGF,Prb,Oth,label,path
2019-01-01 10:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1020.jpg
2019-01-01 10:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1025.jpg
2019-01-01 10:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1030.jpg
2019-01-01 10:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1035.jpg
2019-01-01 10:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1040.jpg
2019-01-01 10:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1045.jpg
2019-01-01 10:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1050.jpg
2019-01-01 10:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1055.jpg
2019-01-01 11:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1100.jpg
2019-01-01 11:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1105.jpg
2019-01-01 11:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1110.jpg
2019-01-01 11:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1115.jpg
2019-01-01 11:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1120.jpg
2019-01-01 11:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1125.jpg
2019-01-01 11:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1130.jpg
2019-01-01 11:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1135.jpg
2019-01-01 11:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1140.jpg
2019-01-01 11:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1145.jpg
2019-01-01 11:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1150.jpg
2019-01-01 11:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1155.jpg
2019-01-01 12:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1200.jpg
2019-01-01 12:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1205.jpg
2019-01-01 12:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1210.jpg
2019-01-01 12:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1215.jpg
2019-01-01 12:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1220.jpg
2019-01-01 12:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1225.jpg
2019-01-01 12:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1230.jpg
2019-01-01 12:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1235.jpg
2019-01-01 12:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1240.jpg
2019-01-01 12:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1245.jpg
2019-01-01 12:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1250.jpg
2019-01-01 12:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1255.jpg
2019-01-01 13:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1300.jpg
2019-01-01 13:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1305.jpg
2019-01-01 13:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1310.jpg
2019-01-01 13:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1315.jpg
2019-01-01 13:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1320.jpg
2019-01-01 13:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1325.jpg
2019-01-01 13:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1330.jpg
2019-01-01 13:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1335.jpg
2019-01-01 13:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1340.jpg
2019-01-01 13:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1345.jpg
2019-01-01 13:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1350.jpg
2019-01-01 13:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1355.jpg
2019-01-01 14:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1400.jpg
2019-01-01 14:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1405.jpg
2019-01-01 14:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1410.jpg
2019-01-01 14:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1415.jpg
2019-01-01 14:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1420.jpg
2019-01-01 14:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1425.jpg
2019-01-01 14:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1430.jpg
2019-01-01 14:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1435.jpg
2019-01-01 14:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1440.jpg
2019-01-01 14:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1445.jpg
2019-01-01 14:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1450.jpg
2019-01-01 14:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1455.jpg
2019-01-01 15:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1500.jpg
2019-01-01 15:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1505.jpg
2019-01-01 15:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1510.jpg
2019-01-01 15:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1515.jpg
2019-01-01 15:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1520.jpg
2019-01-01 15:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1525.jpg
2019-01-01 15:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1530.jpg
2019-01-01 15:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1535.jpg
2019-01-01 15:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1540.jpg
2019-01-01 15:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1545.jpg
2019-01-01 15:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1550.jpg
2019-01-01 15:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1555.jpg
2019-01-01 16:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1600.jpg
2019-01-01 16:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1605.jpg
2019-01-01 16:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1610.jpg
2019-01-01 16:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1615.jpg
2019-01-01 16:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1620.jpg
2019-01-01 16:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1625.jpg
2019-01-01 16:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1630.jpg
2019-01-01 16:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1635.jpg
2019-01-01 16:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1640.jpg
2019-01-01 16:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1645.jpg
2019-01-01 16:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1650.jpg
2019-01-01 16:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1655.jpg
2019-01-01 17:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1700.jpg
2019-01-01 17:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1705.jpg
2019-01-01 17:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1710.jpg
2019-01-01 17:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1715.jpg
2019-01-01 17:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1720.jpg
2019-01-01 17:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1725.jpg
2019-01-01 17:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1730.jpg
2019-01-01 17:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1735.jpg
2019-01-01 17:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1740.jpg
2019-01-01 17:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1745.jpg
2019-01-01 17:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1750.jpg
2019-01-01 17:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1755.jpg
2019-01-01 18:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1800.jpg
2019-01-01 18:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1805.jpg
2019-01-01 18:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1810.jpg
2019-01-01 18:15:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1815.jpg
2019-01-01 18:20:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1820.jpg
2019-01-01 18:25:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1825.jpg
2019-01-01 18:30:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1830.jpg
2019-01-01 18:35:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1835.jpg
2019-01-01 18:40:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1840.jpg
2019-01-01 18:45:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1845.jpg
2019-01-01 18:50:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1850.jpg
2019-01-01 18:55:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1855.jpg
2019-01-01 19:00:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1900.jpg
2019-01-01 19:05:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1905.jpg
2019-01-01 19:10:00,0.0,1,0,0,0,0,0,0,0,0,0,0,data/okaribe/data/C20190101-1910.jpg
